race_year,gender,age,finish_time
2021,F,69,4:30:24
2021,F,69,4:28:22
2021,F,68,4:25:29
2021,F,69,4:27:09
2021,F,67,4:23:07
2021,F,65,4:26:53
2021,F,67,4:26:59
2021,F,66,4:26:40
2021,F,69,4:32:11
2021,F,65,4:25:53
2021,F,68,4:30:16
2021,F,69,4:28:42
2021,F,65,4:21:03
2021,F,69,4:30:53
2021,F,66,4:27:05
2021,F,68,4:26:36
2021,F,69,4:27:14
2021,F,68,4:27:28
2021,F,67,4:28:52
2021,F,65,4:22:03
2021,F,66,4:32:47
2021,F,66,4:30:08
2021,F,65,4:23:22
2021,F,65,4:25:43
2021,F,69,4:28:54
2021,F,66,4:29:45
2021,F,66,4:28:00
2021,F,65,4:20:35
2021,F,65,4:26:09
2021,F,65,4:30:22
2021,F,65,4:27:06
2021,F,65,4:29:02
2021,F,65,4:23:13
2021,F,67,4:26:46
2021,F,66,4:23:54
2021,F,65,4:26:54
2021,F,69,4:22:14
2021,F,65,4:26:24
2021,F,65,4:26:51
2021,F,68,4:29:50
2021,F,68,4:28:31
2021,F,68,4:26:34
2021,F,69,4:28:27
2021,F,69,4:20:47
2021,F,68,4:27:30
2021,F,69,4:28:57
2021,F,69,4:25:04
2021,F,69,4:28:39
2021,F,65,4:26:16
2021,F,68,4:27:58
2021,F,67,4:28:57
2021,F,67,4:23:46
2021,F,69,4:27:03
2021,F,67,4:24:29
2021,F,68,4:28:07
2021,F,66,4:31:28
2021,F,69,4:30:29
2021,F,65,4:28:50
2021,F,67,4:27:59
2021,F,68,4:27:13
2021,F,71,4:40:45
2021,F,70,4:39:09
2021,F,73,4:44:06
2021,F,72,4:43:09
2021,F,74,4:42:08
2021,F,70,4:40:35
2021,F,72,4:42:38
2021,F,72,4:45:04
2021,F,71,4:46:19
2021,F,72,4:39:10
2021,F,73,4:39:36
2021,F,74,4:44:08
2021,F,70,4:38:35
2021,F,74,4:42:50
2021,F,73,4:41:04
2021,F,71,4:39:02
2021,F,70,4:43:03
2021,F,73,4:44:21
2021,F,73,4:47:08
2021,F,74,4:41:19
2021,F,73,4:41:25
2021,F,70,4:39:40
2021,F,70,4:41:00
2021,F,72,4:41:58
2021,F,72,4:39:04
2021,F,70,4:45:00
2021,F,74,4:41:15
2021,F,71,4:40:46
2021,F,70,4:42:24
2021,F,72,4:37:37
2021,F,72,4:41:22
2021,F,70,4:38:49
2021,F,74,4:40:13
2021,F,72,4:42:42
2021,F,71,4:37:06
2021,F,71,4:39:18
2021,F,74,4:42:19
2021,F,70,4:42:45
2021,F,70,4:45:28
2021,F,72,4:42:53
2021,F,73,4:43:01
2021,F,71,4:42:03
2021,F,73,4:43:19
2021,F,71,4:40:33
2021,F,73,4:42:42
2021,F,74,4:46:36
2021,F,74,4:43:43
2021,F,72,4:44:56
2021,F,70,4:45:41
2021,F,72,4:43:00
2021,F,70,4:39:58
2021,F,70,4:45:28
2021,F,72,4:47:54
2021,F,74,4:42:48
2021,F,71,4:34:24
2021,F,72,4:43:26
2021,F,70,4:41:51
2021,F,71,4:43:08
2021,F,74,4:40:02
2021,F,73,4:38:59
2021,F,74,4:42:42
2021,F,73,4:38:51
2021,F,73,4:45:34
2021,F,72,4:41:40
2021,F,72,4:45:42
2021,F,72,4:41:48
2021,F,71,4:44:07
2021,F,70,4:41:51
2021,F,71,4:45:18
2021,F,73,4:41:56
2021,F,72,4:41:51
2021,F,70,4:44:00
2021,F,71,4:44:21
2021,F,70,4:45:39
2021,F,74,4:43:15
2021,F,73,4:41:10
2021,F,74,4:42:59
2021,F,74,4:41:41
2021,F,74,4:38:42
2021,F,74,4:43:18
2021,F,73,4:41:29
2021,F,71,4:40:01
2021,F,72,4:40:55
2021,F,74,4:41:43
2021,F,70,4:41:54
2021,F,70,4:37:06
2021,F,74,4:42:33
2021,F,70,4:43:10
2021,F,72,4:40:44
2021,F,72,4:38:02
2021,F,71,4:38:21
2021,F,72,4:42:27
2021,F,70,4:39:52
2021,F,72,4:40:57
2021,F,74,4:42:11
2021,F,74,4:41:12
2021,F,72,4:40:19
2021,F,72,4:42:00
2021,F,71,4:38:12
2021,F,71,4:43:12
2021,F,72,4:38:48
2021,F,72,4:36:44
2021,F,72,4:36:22
2021,F,70,4:41:40
2021,F,73,4:42:38
2021,F,73,4:46:37
2021,F,73,4:42:10
2021,F,70,4:35:56
2021,F,73,4:46:02
2021,F,72,4:46:25
2021,F,73,4:40:20
2021,F,70,4:40:46
2021,F,72,4:47:08
2021,F,73,4:42:25
2021,F,70,4:41:19
2021,F,71,4:46:55
2021,F,73,4:39:44
2021,F,73,4:45:52
2021,F,72,4:39:08
2021,F,70,4:41:41
2021,F,76,4:53:05
2021,F,76,4:51:26
2021,F,79,5:00:05
2021,F,75,4:54:44
2021,F,75,4:58:06
2021,F,75,4:53:53
2021,F,75,5:03:37
2021,F,77,4:58:29
2021,F,79,4:54:15
2021,F,78,4:59:23
2021,F,76,4:54:07
2021,F,76,4:58:47
2021,F,76,4:54:39
2021,F,77,4:55:23
2021,F,77,4:58:48
2021,F,79,4:59:27
2021,F,77,4:57:39
2021,F,77,4:54:24
2021,F,79,4:57:24
2021,F,77,4:59:23
2021,F,79,4:48:21
2021,F,77,5:01:46
2021,F,75,4:57:48
2021,F,79,4:55:59
2021,F,76,5:00:18
2021,F,75,4:57:23
2021,F,79,4:58:37
2021,F,77,5:01:12
2021,F,77,4:56:22
2021,F,79,5:00:19
2021,F,76,4:59:14
2021,F,77,4:54:03
2021,F,76,5:00:21
2021,F,76,4:55:36
2021,F,76,4:54:23
2021,F,76,4:54:42
2021,F,77,4:56:15
2021,F,75,4:57:42
2021,F,75,5:00:51
2021,F,78,4:56:56
2021,F,75,4:55:59
2021,F,79,4:58:43
2021,F,78,5:00:07
2021,F,78,4:55:17
2021,F,75,5:00:29
2021,F,75,4:56:22
2021,F,76,4:58:32
2021,F,78,5:02:00
2021,F,75,4:52:58
2021,F,78,4:55:52
2021,F,75,4:55:44
2021,F,76,5:01:26
2021,F,76,4:57:49
2021,F,76,4:56:35
2021,F,78,4:59:07
2021,F,79,4:53:03
2021,F,79,5:02:41
2021,F,75,4:55:34
2021,F,77,5:02:19
2021,F,78,5:01:29
2021,F,78,5:00:58
2021,F,76,4:56:11
2021,F,77,4:59:05
2021,F,77,4:59:11
2021,F,75,4:59:56
2021,F,78,5:01:22
2021,F,77,4:59:45
2021,F,79,5:00:31
2021,F,79,4:58:09
2021,F,78,4:58:33
2021,F,78,5:03:47
2021,F,75,4:59:11
2021,F,75,4:53:47
2021,F,79,4:58:56
2021,F,78,4:57:39
2021,F,79,4:59:14
2021,F,77,4:59:41
2021,F,75,4:57:40
2021,F,75,5:01:01
2021,F,76,4:57:49
2021,F,79,5:02:12
2021,F,79,4:56:40
2021,F,78,5:01:42
2021,F,77,4:55:33
2021,F,78,4:54:41
2021,F,75,5:01:59
2021,F,79,4:55:46
2021,F,78,4:58:16
2021,F,77,4:54:19
2021,F,79,4:59:04
2021,F,78,4:58:54
2021,F,75,4:58:14
2021,F,76,4:53:48
2021,F,79,5:02:56
2021,F,77,4:55:28
2021,F,78,4:57:06
2021,F,75,4:59:02
2021,F,78,4:58:13
2021,F,76,4:54:56
2021,F,75,4:55:10
2021,F,77,4:53:05
2021,F,79,4:59:21
2021,F,76,5:02:19
2021,F,79,4:59:18
2021,F,78,4:57:54
2021,F,75,4:59:05
2021,F,76,4:54:27
2021,F,79,4:51:31
2021,F,76,4:56:41
2021,F,76,5:02:17
2021,F,75,4:54:51
2021,F,75,4:59:41
2021,F,77,4:57:25
2021,F,77,4:55:34
2021,F,78,4:56:29
2021,F,79,4:57:49
2021,F,76,4:57:04
2021,F,77,4:55:23
2021,F,75,4:56:02
2021,F,75,4:51:41
2021,F,80,5:05:51
2021,F,80,5:11:32
2021,F,85,5:15:51
2021,F,84,5:12:53
2021,F,84,5:10:18
2021,F,83,5:12:15
2021,F,84,5:10:35
2021,F,81,5:06:36
2021,F,80,5:10:13
2021,F,85,5:07:16
2021,F,85,5:10:52
2021,F,82,5:14:23
2021,F,83,5:08:28
2021,F,81,5:14:47
2021,F,83,5:10:24
2021,F,84,5:10:51
2021,F,84,5:14:48
2021,F,85,5:14:22
2021,F,82,5:12:43
2021,F,80,5:11:22
2021,F,82,5:08:55
2021,F,85,5:12:22
2021,F,83,5:07:17
2021,F,81,5:09:51
2021,F,81,5:14:23
2021,F,84,5:14:32
2021,F,84,5:11:53
2021,F,82,5:13:54
2021,F,82,5:12:56
2021,F,85,5:10:13
2021,F,83,5:11:32
2021,F,85,5:09:55
2021,F,85,5:14:18
2021,F,80,5:14:41
2021,F,85,5:16:34
2021,F,82,5:17:33
2021,F,85,5:13:50
2021,F,85,5:12:18
2021,F,82,5:12:58
2021,F,82,5:12:39
2021,F,81,5:07:00
2021,F,81,5:15:42
2021,F,83,5:13:27
2021,F,82,5:13:40
2021,F,82,5:15:03
2021,F,80,5:09:11
2021,F,81,5:12:42
2021,F,81,5:08:57
2021,F,84,5:15:26
2021,F,85,5:07:24
2021,F,82,5:06:27
2021,F,85,5:14:48
2021,F,80,5:12:26
2021,F,84,5:12:59
2021,F,82,5:11:15
2021,F,80,5:15:49
2021,F,85,5:10:55
2021,F,83,5:10:36
2021,F,83,5:14:04
2021,F,82,5:18:35
2021,F,80,5:14:08
2021,F,84,5:13:34
2021,F,82,5:10:14
2021,F,82,5:14:20
2021,F,85,5:15:52
2021,F,81,5:10:38
2021,F,82,5:10:57
2021,F,85,5:10:24
2021,F,83,5:12:14
2021,F,84,5:09:41
2021,F,83,5:11:05
2021,F,83,5:17:19
2021,F,85,5:12:28
2021,F,83,5:10:17
2021,F,84,5:12:17
2021,F,81,5:08:38
2021,F,85,5:13:18
2021,F,82,5:10:45
2021,F,80,5:15:36
2021,F,85,5:12:10
2021,F,85,5:13:45
2021,F,85,5:15:13
2021,F,84,5:16:06
2021,F,80,5:12:06
2021,F,82,5:11:24
2021,F,84,5:14:00
2021,F,80,5:15:51
2021,F,84,5:14:46
2021,F,85,5:10:53
2021,F,83,5:15:14
2021,F,85,5:09:44
2021,F,81,5:17:03
2021,F,80,5:11:47
2021,F,85,5:10:39
2021,F,81,5:09:05
2021,F,83,5:13:24
2021,F,83,5:14:10
2021,F,85,5:16:39
2021,F,81,5:10:12
2021,F,80,5:12:55
2021,F,82,5:13:44
2021,F,83,5:13:11
2021,F,81,5:11:43
2021,F,81,5:12:23
2021,F,80,5:09:32
2021,F,82,5:17:59
2021,F,85,5:10:15
2021,F,81,5:13:49
2021,F,81,5:12:39
2021,F,83,5:13:07
2021,F,84,5:12:44
2021,F,80,5:10:26
2021,F,84,5:11:28
2021,F,82,5:16:31
2021,F,81,5:13:03
2021,F,81,5:12:31
2021,F,85,5:11:40
2021,F,84,5:12:08
2021,F,84,5:12:32
2021,F,81,5:10:03
2021,M,23,2:53:34
2021,M,26,2:52:57
2021,M,33,2:50:32
2021,M,29,2:50:54
2021,M,22,2:50:53
2021,M,23,2:52:40
2021,M,34,2:56:22
2021,M,26,2:51:42
2021,M,19,2:55:54
2021,M,27,2:52:09
2021,M,33,2:58:03
2021,M,28,2:48:18
2021,M,29,2:46:44
2021,M,31,2:50:50
2021,M,19,2:54:20
2021,M,25,2:52:58
2021,M,34,2:49:32
2021,M,25,2:50:18
2021,M,34,2:53:43
2021,M,25,2:48:57
2021,M,23,2:50:16
2021,M,18,2:50:39
2021,M,32,2:53:13
2021,M,24,2:52:12
2021,M,24,2:54:00
2021,M,33,2:51:47
2021,M,31,2:53:33
2021,M,29,2:48:57
2021,M,33,2:51:36
2021,M,24,2:51:30
2021,M,19,2:51:05
2021,M,31,2:51:22
2021,M,18,2:55:44
2021,M,22,2:48:33
2021,M,30,2:51:47
2021,M,25,2:53:29
2021,M,34,2:54:44
2021,M,22,2:53:42
2021,M,23,2:53:23
2021,M,24,2:51:43
2021,M,23,2:54:34
2021,M,20,2:51:32
2021,M,26,2:51:35
2021,M,27,2:53:41
2021,M,27,2:46:24
2021,M,20,2:52:16
2021,M,18,2:51:26
2021,M,25,2:51:39
2021,M,34,2:52:34
2021,M,30,2:50:27
2021,M,29,2:48:38
2021,M,33,2:52:02
2021,M,20,2:54:17
2021,M,29,2:50:38
2021,M,21,2:57:25
2021,M,24,2:51:49
2021,M,18,2:52:40
2021,M,21,2:51:21
2021,M,22,2:55:49
2021,M,22,2:53:18
2021,M,34,2:54:55
2021,M,22,2:53:45
2021,M,32,2:50:28
2021,M,29,2:52:47
2021,M,27,2:54:06
2021,M,31,2:48:56
2021,M,28,2:52:02
2021,M,20,2:57:26
2021,M,18,2:54:37
2021,M,25,2:51:00
2021,M,31,2:51:20
2021,M,30,2:51:24
2021,M,24,2:51:27
2021,M,29,2:54:47
2021,M,20,2:52:33
2021,M,19,2:55:22
2021,M,30,2:54:20
2021,M,27,2:54:35
2021,M,23,2:54:26
2021,M,33,2:53:15
2021,M,25,2:52:50
2021,M,32,2:54:32
2021,M,20,2:49:02
2021,M,22,2:53:36
2021,M,31,2:48:06
2021,M,32,2:49:37
2021,M,25,2:55:22
2021,M,34,2:50:04
2021,M,24,2:55:56
2021,M,33,2:48:36
2021,M,23,2:51:16
2021,M,32,2:54:56
2021,M,20,2:58:18
2021,M,20,2:53:35
2021,M,25,2:55:48
2021,M,25,2:49:28
2021,M,34,2:55:32
2021,M,29,2:52:55
2021,M,32,2:51:03
2021,M,32,2:52:33
2021,M,34,2:51:47
2021,M,32,2:53:18
2021,M,27,2:50:46
2021,M,25,2:54:34
2021,M,27,2:50:56
2021,M,24,2:55:27
2021,M,22,2:51:35
2021,M,29,2:55:09
2021,M,27,2:52:49
2021,M,22,2:51:10
2021,M,26,2:49:09
2021,M,25,2:57:05
2021,M,31,2:54:24
2021,M,32,2:54:48
2021,M,30,2:49:14
2021,M,22,2:54:39
2021,M,29,2:50:13
2021,M,32,2:53:39
2021,M,26,2:56:51
2021,M,18,2:52:14
2021,M,38,2:54:41
2021,M,36,3:00:12
2021,M,35,2:59:19
2021,M,35,2:59:31
2021,M,38,2:52:46
2021,M,35,3:03:25
2021,M,35,3:02:10
2021,M,36,2:54:51
2021,M,38,2:56:50
2021,M,36,3:04:55
2021,M,38,2:58:42
2021,M,35,2:58:16
2021,M,37,2:54:22
2021,M,38,3:02:27
2021,M,38,2:58:42
2021,M,38,2:54:54
2021,M,36,2:55:20
2021,M,36,2:59:28
2021,M,39,2:58:13
2021,M,37,3:01:25
2021,M,39,2:53:50
2021,M,36,2:58:32
2021,M,38,2:54:14
2021,M,35,2:55:34
2021,M,38,2:59:46
2021,M,39,2:58:03
2021,M,37,2:55:43
2021,M,39,2:56:36
2021,M,36,2:53:07
2021,M,37,2:54:38
2021,M,36,2:56:33
2021,M,39,2:55:34
2021,M,39,2:58:56
2021,M,37,2:59:05
2021,M,38,2:55:44
2021,M,39,2:56:17
2021,M,35,3:00:05
2021,M,38,2:57:30
2021,M,36,2:59:25
2021,M,39,2:58:36
2021,M,39,2:53:49
2021,M,37,2:59:51
2021,M,35,2:59:01
2021,M,37,2:56:15
2021,M,39,2:57:03
2021,M,38,2:57:02
2021,M,39,3:01:24
2021,M,39,2:57:21
2021,M,36,2:58:28
2021,M,35,2:59:28
2021,M,38,2:58:47
2021,M,38,2:58:23
2021,M,39,2:54:57
2021,M,38,2:52:20
2021,M,39,2:56:41
2021,M,39,2:53:28
2021,M,35,2:57:13
2021,M,36,3:01:06
2021,M,39,2:57:19
2021,M,38,2:53:51
2021,M,36,2:53:55
2021,M,36,2:59:34
2021,M,38,2:51:27
2021,M,37,2:59:31
2021,M,36,2:59:11
2021,M,35,2:58:46
2021,M,38,2:53:35
2021,M,39,2:56:24
2021,M,38,2:54:58
2021,M,35,3:02:48
2021,M,36,2:57:29
2021,M,37,2:57:41
2021,M,39,2:55:34
2021,M,35,2:58:28
2021,M,39,2:54:34
2021,M,39,2:58:56
2021,M,37,3:00:55
2021,M,38,3:01:34
2021,M,36,2:53:49
2021,M,39,2:55:06
2021,M,39,2:59:26
2021,M,38,2:54:34
2021,M,37,2:57:45
2021,M,39,2:57:17
2021,M,36,3:01:00
2021,M,38,2:58:45
2021,M,38,2:57:07
2021,M,35,2:56:59
2021,M,39,2:58:49
2021,M,35,2:54:54
2021,M,37,2:53:53
2021,M,38,2:58:55
2021,M,38,2:56:26
2021,M,36,3:01:07
2021,M,38,2:56:18
2021,M,38,2:59:48
2021,M,38,2:57:29
2021,M,37,2:56:39
2021,M,37,2:57:59
2021,M,39,2:54:32
2021,M,36,2:59:25
2021,M,36,2:58:24
2021,M,35,2:56:50
2021,M,35,2:57:18
2021,M,39,2:57:01
2021,M,39,2:57:40
2021,M,39,2:59:27
2021,M,36,2:55:46
2021,M,39,2:56:49
2021,M,36,2:54:45
2021,M,36,2:53:54
2021,M,38,2:58:23
2021,M,35,2:59:26
2021,M,36,2:58:32
2021,M,36,2:59:08
2021,M,39,3:02:09
2021,M,36,2:52:57
2021,M,35,2:56:29
2021,M,36,2:51:09
2021,M,38,2:58:39
2021,M,44,3:07:27
2021,M,41,3:09:20
2021,M,41,3:04:17
2021,M,42,3:03:27
2021,M,41,3:03:11
2021,M,43,2:59:15
2021,M,44,3:04:11
2021,M,40,3:05:34
2021,M,42,3:01:57
2021,M,42,2:59:53
2021,M,43,2:58:07
2021,M,43,3:04:50
2021,M,42,3:02:50
2021,M,41,3:03:37
2021,M,42,2:57:59
2021,M,41,3:00:34
2021,M,43,3:02:04
2021,M,41,3:00:30
2021,M,41,3:03:18
2021,M,43,3:02:40
2021,M,42,3:02:17
2021,M,41,3:03:54
2021,M,44,3:02:56
2021,M,44,3:01:29
2021,M,44,3:01:43
2021,M,44,2:58:46
2021,M,40,3:00:25
2021,M,42,3:02:45
2021,M,44,3:08:06
2021,M,44,3:06:17
2021,M,44,3:03:28
2021,M,41,3:03:38
2021,M,42,3:05:39
2021,M,40,3:03:12
2021,M,43,3:02:03
2021,M,43,3:03:53
2021,M,43,3:02:51
2021,M,44,3:02:48
2021,M,42,3:04:27
2021,M,44,3:04:37
2021,M,41,3:02:39
2021,M,40,3:01:42
2021,M,42,3:04:52
2021,M,40,3:07:30
2021,M,41,3:05:15
2021,M,42,3:01:00
2021,M,42,3:06:28
2021,M,41,3:00:12
2021,M,44,3:03:59
2021,M,41,3:02:16
2021,M,41,3:04:15
2021,M,43,3:00:46
2021,M,40,3:02:34
2021,M,42,3:01:23
2021,M,42,3:07:23
2021,M,43,3:00:39
2021,M,43,3:06:23
2021,M,44,3:03:16
2021,M,42,3:01:01
2021,M,44,3:03:03
2021,M,40,3:01:08
2021,M,40,3:01:37
2021,M,41,3:02:23
2021,M,40,3:04:02
2021,M,44,2:59:50
2021,M,43,2:59:29
2021,M,41,3:03:42
2021,M,40,3:04:44
2021,M,42,3:02:07
2021,M,41,3:04:13
2021,M,42,3:02:00
2021,M,44,3:00:32
2021,M,41,3:00:53
2021,M,41,2:58:51
2021,M,41,3:01:22
2021,M,43,3:05:03
2021,M,42,3:04:32
2021,M,43,3:01:02
2021,M,41,2:57:49
2021,M,40,3:03:39
2021,M,43,3:05:09
2021,M,43,2:58:45
2021,M,43,3:02:44
2021,M,43,3:00:43
2021,M,41,2:59:43
2021,M,40,3:04:45
2021,M,43,3:03:47
2021,M,44,3:04:09
2021,M,41,3:01:06
2021,M,40,3:00:44
2021,M,40,3:03:43
2021,M,42,3:00:50
2021,M,40,3:06:55
2021,M,42,3:01:44
2021,M,42,3:01:55
2021,M,42,3:02:38
2021,M,40,3:06:22
2021,M,44,3:02:32
2021,M,43,3:04:34
2021,M,40,2:59:05
2021,M,41,3:03:14
2021,M,44,3:02:59
2021,M,41,3:03:04
2021,M,44,3:00:56
2021,M,42,3:02:06
2021,M,40,3:00:59
2021,M,40,3:05:07
2021,M,40,2:59:53
2021,M,43,3:03:23
2021,M,41,3:00:53
2021,M,41,3:01:53
2021,M,40,2:59:52
2021,M,42,3:02:31
2021,M,40,3:06:32
2021,M,44,3:05:27
2021,M,44,3:03:18
2021,M,40,2:58:49
2021,M,40,3:03:40
2021,M,41,3:02:21
2021,M,41,2:59:17
2021,M,48,3:13:28
2021,M,49,3:12:01
2021,M,49,3:13:01
2021,M,46,3:13:46
2021,M,48,3:16:16
2021,M,47,3:07:42
2021,M,47,3:15:23
2021,M,45,3:08:33
2021,M,48,3:10:12
2021,M,45,3:09:48
2021,M,46,3:12:04
2021,M,47,3:10:56
2021,M,45,3:11:14
2021,M,45,3:10:54
2021,M,45,3:10:08
2021,M,45,3:08:20
2021,M,46,3:14:46
2021,M,46,3:10:53
2021,M,48,3:08:34
2021,M,48,3:09:05
2021,M,47,3:14:46
2021,M,46,3:11:35
2021,M,45,3:11:36
2021,M,45,3:11:59
2021,M,49,3:18:00
2021,M,47,3:10:30
2021,M,47,3:16:31
2021,M,47,3:06:38
2021,M,45,3:10:41
2021,M,46,3:12:31
2021,M,48,3:11:12
2021,M,46,3:12:02
2021,M,46,3:13:39
2021,M,47,3:12:38
2021,M,46,3:11:46
2021,M,47,3:14:15
2021,M,45,3:10:12
2021,M,48,3:09:45
2021,M,48,3:09:44
2021,M,49,3:09:15
2021,M,47,3:09:00
2021,M,49,3:10:46
2021,M,49,3:08:27
2021,M,48,3:12:27
2021,M,47,3:11:16
2021,M,46,3:08:50
2021,M,46,3:07:21
2021,M,45,3:13:52
2021,M,48,3:15:58
2021,M,47,3:07:02
2021,M,48,3:08:51
2021,M,46,3:07:38
2021,M,45,3:10:10
2021,M,48,3:11:25
2021,M,48,3:13:34
2021,M,46,3:14:50
2021,M,46,3:08:47
2021,M,48,3:10:02
2021,M,47,3:11:22
2021,M,46,3:15:17
2021,M,46,3:13:24
2021,M,45,3:14:17
2021,M,47,3:13:00
2021,M,45,3:20:03
2021,M,47,3:11:42
2021,M,47,3:08:13
2021,M,49,3:14:04
2021,M,45,3:12:05
2021,M,46,3:11:52
2021,M,45,3:14:51
2021,M,48,3:11:02
2021,M,46,3:14:16
2021,M,47,3:13:42
2021,M,45,3:11:40
2021,M,48,3:12:24
2021,M,45,3:11:47
2021,M,49,3:14:57
2021,M,45,3:10:39
2021,M,48,3:15:12
2021,M,48,3:10:17
2021,M,48,3:12:56
2021,M,47,3:15:18
2021,M,47,3:12:35
2021,M,48,3:15:06
2021,M,46,3:13:35
2021,M,48,3:12:46
2021,M,49,3:10:09
2021,M,48,3:10:08
2021,M,46,3:10:50
2021,M,47,3:13:05
2021,M,47,3:16:09
2021,M,49,3:12:49
2021,M,48,3:13:26
2021,M,45,3:12:39
2021,M,49,3:13:41
2021,M,46,3:13:23
2021,M,49,3:10:08
2021,M,45,3:16:00
2021,M,45,3:12:25
2021,M,47,3:09:04
2021,M,45,3:14:18
2021,M,49,3:14:54
2021,M,45,3:12:59
2021,M,47,3:13:09
2021,M,48,3:11:09
2021,M,49,3:09:12
2021,M,45,3:12:53
2021,M,48,3:10:51
2021,M,49,3:14:07
2021,M,45,3:13:20
2021,M,46,3:11:49
2021,M,45,3:14:07
2021,M,48,3:09:23
2021,M,48,3:13:19
2021,M,49,3:12:47
2021,M,49,3:15:10
2021,M,46,3:13:40
2021,M,45,3:15:03
2021,M,46,3:13:41
2021,M,49,3:16:50
2021,M,51,3:18:51
2021,M,52,3:16:15
2021,M,51,3:19:32
2021,M,54,3:14:54
2021,M,53,3:19:55
2021,M,52,3:15:16
2021,M,51,3:16:43
2021,M,54,3:18:29
2021,M,54,3:18:16
2021,M,54,3:18:20
2021,M,51,3:13:01
2021,M,50,3:19:44
2021,M,53,3:14:34
2021,M,52,3:14:30
2021,M,52,3:18:17
2021,M,52,3:13:00
2021,M,52,3:24:05
2021,M,54,3:16:41
2021,M,50,3:16:44
2021,M,53,3:17:20
2021,M,51,3:15:01
2021,M,53,3:18:19
2021,M,52,3:17:48
2021,M,54,3:14:04
2021,M,53,3:17:19
2021,M,50,3:20:33
2021,M,50,3:15:51
2021,M,50,3:17:26
2021,M,50,3:19:02
2021,M,52,3:16:12
2021,M,54,3:19:06
2021,M,53,3:19:56
2021,M,52,3:18:09
2021,M,53,3:17:44
2021,M,54,3:17:21
2021,M,54,3:20:22
2021,M,50,3:12:41
2021,M,50,3:15:34
2021,M,51,3:17:06
2021,M,50,3:16:48
2021,M,54,3:23:56
2021,M,51,3:14:52
2021,M,50,3:19:42
2021,M,53,3:16:29
2021,M,50,3:20:30
2021,M,51,3:14:43
2021,M,53,3:18:53
2021,M,53,3:18:05
2021,M,52,3:13:24
2021,M,52,3:14:38
2021,M,54,3:20:44
2021,M,51,3:19:14
2021,M,54,3:16:43
2021,M,52,3:17:55
2021,M,51,3:15:15
2021,M,52,3:19:16
2021,M,50,3:22:40
2021,M,54,3:19:48
2021,M,50,3:17:33
2021,M,54,3:16:03
2021,M,52,3:15:36
2021,M,51,3:13:45
2021,M,50,3:16:54
2021,M,51,3:17:59
2021,M,52,3:15:21
2021,M,54,3:17:42
2021,M,50,3:18:44
2021,M,54,3:18:46
2021,M,53,3:15:09
2021,M,54,3:13:26
2021,M,51,3:13:53
2021,M,51,3:22:09
2021,M,50,3:14:16
2021,M,50,3:20:20
2021,M,53,3:18:14
2021,M,52,3:15:59
2021,M,52,3:21:11
2021,M,54,3:20:24
2021,M,51,3:19:39
2021,M,52,3:12:40
2021,M,53,3:15:03
2021,M,53,3:19:40
2021,M,54,3:17:15
2021,M,50,3:16:59
2021,M,54,3:16:42
2021,M,52,3:19:09
2021,M,50,3:13:35
2021,M,50,3:18:25
2021,M,50,3:15:14
2021,M,50,3:22:03
2021,M,52,3:16:16
2021,M,51,3:16:57
2021,M,51,3:13:31
2021,M,51,3:24:18
2021,M,52,3:15:49
2021,M,52,3:15:24
2021,M,52,3:18:14
2021,M,53,3:13:45
2021,M,51,3:11:53
2021,M,52,3:15:19
2021,M,53,3:15:12
2021,M,51,3:13:34
2021,M,51,3:16:43
2021,M,50,3:14:14
2021,M,53,3:15:56
2021,M,52,3:19:43
2021,M,54,3:20:02
2021,M,54,3:14:19
2021,M,54,3:15:25
2021,M,54,3:19:17
2021,M,50,3:17:24
2021,M,54,3:13:20
2021,M,54,3:21:48
2021,M,54,3:19:46
2021,M,54,3:15:29
2021,M,52,3:15:31
2021,M,50,3:20:28
2021,M,52,3:20:01
2021,M,54,3:16:55
2021,M,51,3:13:19
2021,M,55,3:21:53
2021,M,55,3:24:22
2021,M,58,3:26:59
2021,M,57,3:30:41
2021,M,58,3:30:35
2021,M,56,3:25:51
2021,M,56,3:28:15
2021,M,56,3:26:27
2021,M,55,3:31:35
2021,M,57,3:31:06
2021,M,55,3:26:56
2021,M,56,3:27:47
2021,M,57,3:30:56
2021,M,59,3:29:18
2021,M,57,3:25:29
2021,M,59,3:28:33
2021,M,59,3:25:49
2021,M,57,3:23:10
2021,M,55,3:26:27
2021,M,55,3:26:48
2021,M,58,3:28:59
2021,M,56,3:24:35
2021,M,56,3:31:16
2021,M,58,3:30:26
2021,M,55,3:27:24
2021,M,59,3:31:17
2021,M,59,3:24:53
2021,M,58,3:28:32
2021,M,59,3:25:44
2021,M,55,3:28:06
2021,M,59,3:28:01
2021,M,56,3:27:39
2021,M,58,3:33:07
2021,M,55,3:30:26
2021,M,55,3:28:44
2021,M,57,3:21:37
2021,M,55,3:25:32
2021,M,56,3:25:16
2021,M,59,3:30:04
2021,M,57,3:25:03
2021,M,57,3:24:08
2021,M,56,3:25:01
2021,M,55,3:20:29
2021,M,55,3:30:41
2021,M,57,3:30:25
2021,M,58,3:28:16
2021,M,58,3:29:33
2021,M,56,3:27:22
2021,M,55,3:26:03
2021,M,55,3:27:19
2021,M,55,3:27:19
2021,M,56,3:26:43
2021,M,57,3:25:26
2021,M,55,3:28:57
2021,M,59,3:28:54
